date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:27:38	5009/5009	---MCZ	200	added ('OK')	text/css	etag:W/%2255092d26-1391%22	http://revive.stylemixthemes.com/wp-content/themes/revive/css/fancybox.css?ver=2.1.5	C:/Users/Jotiba/Desktop/website/new/revive.stylemixthemes.com/wp-content/themes/revive/css/fancyboxd63f.css	(from http://revive.stylemixthemes.com/)
18:27:38	62534/62534	---MCZ	200	added ('OK')	text/css	etag:W/%225582a11f-f446%22	http://revive.stylemixthemes.com/wp-content/themes/revive/style.css?ver=3.1	C:/Users/Jotiba/Desktop/website/new/revive.stylemixthemes.com/wp-content/themes/revive/style128b.css	(from http://revive.stylemixthemes.com/)
18:27:39	11147/11147	---MCZ	200	added ('OK')	text/css	etag:W/%2255092d26-2b8b%22	http://revive.stylemixthemes.com/wp-content/themes/revive/css/fullcalendar.css?ver=3.1	C:/Users/Jotiba/Desktop/website/new/revive.stylemixthemes.com/wp-content/themes/revive/css/fullcalendar128b.css	(from http://revive.stylemixthemes.com/)
18:27:39	4206/4206	---MCZ	200	added ('OK')	text/css	etag:W/%2255092d26-106e%22	http://revive.stylemixthemes.com/wp-content/themes/revive/css/custom.css?ver=3.1	C:/Users/Jotiba/Desktop/website/new/revive.stylemixthemes.com/wp-content/themes/revive/css/custom128b.css	(from http://revive.stylemixthemes.com/)
18:27:39	709/709	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%2299b889a9cd748e8b4eca0eb3758d138d%22	http://revive.stylemixthemes.com/comments/feed/	C:/Users/Jotiba/Desktop/website/new/revive.stylemixthemes.com/comments/feed/index.html	(from http://revive.stylemixthemes.com/)
18:27:40	17848/17848	---MCZ	200	added ('OK')	application/javascript	etag:W/%22558291d2-45b8%22	http://revive.stylemixthemes.com/wp-content/plugins/ds-live-composer/js/main.min.js?ver=1.2.2.1	C:/Users/Jotiba/Desktop/website/new/revive.stylemixthemes.com/wp-content/plugins/ds-live-composer/js/main.min6feb.js	(from http://revive.stylemixthemes.com/)
18:27:42	126957/126957	---MCZ	200	added ('OK')	application/javascript	etag:W/%2255092d26-1efed%22	http://revive.stylemixthemes.com/wp-content/themes/revive/js/jquery-1.11.0.min.js	C:/Users/Jotiba/Desktop/website/new/revive.stylemixthemes.com/wp-content/themes/revive/js/jquery-1.11.0.min.js	(from http://revive.stylemixthemes.com/)
18:27:43	64683/64683	---MCZ	200	added ('OK')	application/javascript	etag:W/%22558291d2-fcab%22	http://revive.stylemixthemes.com/wp-content/plugins/ds-live-composer/js/plugins.js?ver=1.2.2.1	C:/Users/Jotiba/Desktop/website/new/revive.stylemixthemes.com/wp-content/plugins/ds-live-composer/js/plugins6feb.js	(from http://revive.stylemixthemes.com/)
18:27:43	15243/15243	---MCZ	200	added ('OK')	application/javascript	etag:W/%2255092d26-3b8b%22	http://revive.stylemixthemes.com/wp-content/themes/revive/js/modernizr.js?ver=2.7.1	C:/Users/Jotiba/Desktop/website/new/revive.stylemixthemes.com/wp-content/themes/revive/js/modernizr653d.js	(from http://revive.stylemixthemes.com/)
18:27:44	110031/110031	---MCZ	200	added ('OK')	application/javascript	etag:W/%2254f05822-1adcf%22	http://revive.stylemixthemes.com/wp-content/plugins/revslider/rs-plugin/js/jquery.themepunch.revolution.min.js?ver=4.6.92	C:/Users/Jotiba/Desktop/website/new/revive.stylemixthemes.com/wp-content/plugins/revslider/rs-plugin/js/jquery.themepunch.revolution.min2982.js	(from http://revive.stylemixthemes.com/)
18:27:44	20063/20063	---MCZ	200	added ('OK')	application/javascript	etag:W/%2255092d26-4e5f%22	http://revive.stylemixthemes.com/wp-content/themes/revive/js/holder.js?ver=2.3.1	C:/Users/Jotiba/Desktop/website/new/revive.stylemixthemes.com/wp-content/themes/revive/js/holder254d.js	(from http://revive.stylemixthemes.com/)
18:27:44	100482/100482	---MCZ	200	added ('OK')	application/javascript	etag:W/%2254f829fe-18882%22	http://revive.stylemixthemes.com/wp-content/plugins/revslider/rs-plugin/js/jquery.themepunch.tools.min.js?ver=4.6.92	C:/Users/Jotiba/Desktop/website/new/revive.stylemixthemes.com/wp-content/plugins/revslider/rs-plugin/js/jquery.themepunch.tools.min2982.js	(from http://revive.stylemixthemes.com/)
18:27:45	884/884	---M--	200	added ('OK')	text/xml	date:Sat,%2023%20Jul%202016%2012:57:32%20GMT	http://revive.stylemixthemes.com/xmlrpc.php?rsd	C:/Users/Jotiba/Desktop/website/new/revive.stylemixthemes.com/xmlrpc0db0.php	(from http://revive.stylemixthemes.com/)
18:27:45	1045/1045	---M--	200	added ('OK')	text/xml	etag:%22222dd3-415-51799e4b42680%22	http://revive.stylemixthemes.com/wp-includes/wlwmanifest.xml	C:/Users/Jotiba/Desktop/website/new/revive.stylemixthemes.com/wp-includes/wlwmanifest.xml	(from http://revive.stylemixthemes.com/)
18:27:45	1002/1002	---MCZ	200	added ('OK')	application/json	date:Sat,%2023%20Jul%202016%2012:57:33%20GMT	http://revive.stylemixthemes.com/wp-json/	C:/Users/Jotiba/Desktop/website/new/revive.stylemixthemes.com/wp-json/index.html	(from http://revive.stylemixthemes.com/)
18:27:45	3509/3509	---M--	200	added ('OK')	image/png	etag:%22556ecc45-db5%22	http://revive.stylemixthemes.com/wp-content/uploads/2014/05/logo.png	C:/Users/Jotiba/Desktop/website/new/revive.stylemixthemes.com/wp-content/uploads/2014/05/logo.png	(from http://revive.stylemixthemes.com/)
18:27:47	46358/46358	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2023%20Jul%202016%2012:57:34%20GMT	http://revive.stylemixthemes.com/nonexistingpageurl	C:/Users/Jotiba/Desktop/website/new/revive.stylemixthemes.com/nonexistingpageurl	(from http://revive.stylemixthemes.com/)
18:27:49	63555/63555	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jul%202016%2012:57:35%20GMT	http://revive.stylemixthemes.com/blog/events-4-columns/duis-fermentum-nisi-quis-national/	C:/Users/Jotiba/Desktop/website/new/revive.stylemixthemes.com/blog/events-4-columns/duis-fermentum-nisi-quis-national/index.html	(from http://revive.stylemixthemes.com/)
18:27:49	46686/46686	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jul%202016%2012:57:35%20GMT	http://revive.stylemixthemes.com/homes/	C:/Users/Jotiba/Desktop/website/new/revive.stylemixthemes.com/homes/index.html	(from http://revive.stylemixthemes.com/)
18:27:49	76141/76141	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jul%202016%2012:57:35%20GMT	http://revive.stylemixthemes.com/home-parallax/	C:/Users/Jotiba/Desktop/website/new/revive.stylemixthemes.com/home-parallax/index.html	(from http://revive.stylemixthemes.com/)
18:27:50	3279/3279	---M--	200	added ('OK')	image/png	etag:%2253b15354-ccf%22	http://revive.stylemixthemes.com/wp-content/plugins/revslider/images/dummy.png	C:/Users/Jotiba/Desktop/website/new/revive.stylemixthemes.com/wp-content/plugins/revslider/images/dummy.png	(from http://revive.stylemixthemes.com/)
18:27:50	87190/87190	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jul%202016%2012:57:36%20GMT	http://revive.stylemixthemes.com/home-short/	C:/Users/Jotiba/Desktop/website/new/revive.stylemixthemes.com/home-short/index.html	(from http://revive.stylemixthemes.com/)
18:27:51	75356/75356	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jul%202016%2012:57:38%20GMT	http://revive.stylemixthemes.com/home-portfolio/	C:/Users/Jotiba/Desktop/website/new/revive.stylemixthemes.com/home-portfolio/index.html	(from http://revive.stylemixthemes.com/)
18:27:51	54320/54320	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jul%202016%2012:57:38%20GMT	http://revive.stylemixthemes.com/events-4-columns/	C:/Users/Jotiba/Desktop/website/new/revive.stylemixthemes.com/events-4-columns/index.html	(from http://revive.stylemixthemes.com/)
18:27:53	78127/78127	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jul%202016%2012:57:39%20GMT	http://revive.stylemixthemes.com/events/	C:/Users/Jotiba/Desktop/website/new/revive.stylemixthemes.com/events/index.html	(from http://revive.stylemixthemes.com/)
18:27:53	65707/65707	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jul%202016%2012:57:39%20GMT	http://revive.stylemixthemes.com/events-with-sidebar/	C:/Users/Jotiba/Desktop/website/new/revive.stylemixthemes.com/events-with-sidebar/index.html	(from http://revive.stylemixthemes.com/)
18:27:53	2665/2665	---M--	200	added ('OK')	image/png	etag:%22556ecc44-a69%22	http://revive.stylemixthemes.com/wp-content/uploads/2014/06/slider-4.png	C:/Users/Jotiba/Desktop/website/new/revive.stylemixthemes.com/wp-content/uploads/2014/06/slider-4.png	(from http://revive.stylemixthemes.com/)
18:27:54	49117/49117	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jul%202016%2012:57:40%20GMT	http://revive.stylemixthemes.com/events-calendar/	C:/Users/Jotiba/Desktop/website/new/revive.stylemixthemes.com/events-calendar/index.html	(from http://revive.stylemixthemes.com/)
18:27:54	4854/4854	---M--	200	added ('OK')	image/jpeg	etag:%22556ecc45-12f6%22	http://revive.stylemixthemes.com/wp-content/uploads/revslider/rev1/2qqq.jpg	C:/Users/Jotiba/Desktop/website/new/revive.stylemixthemes.com/wp-content/uploads/revslider/rev1/2qqq.jpg	(from http://revive.stylemixthemes.com/)
18:27:55	46878/46878	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jul%202016%2012:57:42%20GMT	http://revive.stylemixthemes.com/sermons-2/	C:/Users/Jotiba/Desktop/website/new/revive.stylemixthemes.com/sermons-2/index.html	(from http://revive.stylemixthemes.com/)
18:27:57	63278/63278	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jul%202016%2012:57:43%20GMT	http://revive.stylemixthemes.com/sermons/	C:/Users/Jotiba/Desktop/website/new/revive.stylemixthemes.com/sermons/index.html	(from http://revive.stylemixthemes.com/)
18:27:57	65168/65168	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jul%202016%2012:57:44%20GMT	http://revive.stylemixthemes.com/sermons-full-width/	C:/Users/Jotiba/Desktop/website/new/revive.stylemixthemes.com/sermons-full-width/index.html	(from http://revive.stylemixthemes.com/)
18:27:58	9189/9189	---M--	200	added ('OK')	image/jpeg	etag:%22556ecc45-23e5%22	http://revive.stylemixthemes.com/wp-content/uploads/revslider/rev1/4q.jpg	C:/Users/Jotiba/Desktop/website/new/revive.stylemixthemes.com/wp-content/uploads/revslider/rev1/4q.jpg	(from http://revive.stylemixthemes.com/)
18:28:00	46717/46717	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jul%202016%2012:57:46%20GMT	http://revive.stylemixthemes.com/blog/	C:/Users/Jotiba/Desktop/website/new/revive.stylemixthemes.com/blog/index.html	(from http://revive.stylemixthemes.com/)
18:28:00	5603/5603	---M--	200	added ('OK')	image/jpeg	etag:%22556ecc45-15e3%22	http://revive.stylemixthemes.com/wp-content/uploads/revslider/rev1/4qq.jpg	C:/Users/Jotiba/Desktop/website/new/revive.stylemixthemes.com/wp-content/uploads/revslider/rev1/4qq.jpg	(from http://revive.stylemixthemes.com/)
18:28:02	61814/61814	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jul%202016%2012:57:48%20GMT	http://revive.stylemixthemes.com/blog-large-images/	C:/Users/Jotiba/Desktop/website/new/revive.stylemixthemes.com/blog-large-images/index.html	(from http://revive.stylemixthemes.com/)
18:28:02	73356/73356	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jul%202016%2012:57:49%20GMT	http://revive.stylemixthemes.com/blog-small-images/	C:/Users/Jotiba/Desktop/website/new/revive.stylemixthemes.com/blog-small-images/index.html	(from http://revive.stylemixthemes.com/)
18:28:03	6846/6846	---M--	200	added ('OK')	image/jpeg	etag:%22556ecc45-1abe%22	http://revive.stylemixthemes.com/wp-content/uploads/revslider/rev1/4qqq.jpg	C:/Users/Jotiba/Desktop/website/new/revive.stylemixthemes.com/wp-content/uploads/revslider/rev1/4qqq.jpg	(from http://revive.stylemixthemes.com/)
18:28:04	5425/5425	---M--	200	added ('OK')	image/jpeg	etag:%22556ecc45-1531%22	http://revive.stylemixthemes.com/wp-content/uploads/revslider/rev1/4qqqq.jpg	C:/Users/Jotiba/Desktop/website/new/revive.stylemixthemes.com/wp-content/uploads/revslider/rev1/4qqqq.jpg	(from http://revive.stylemixthemes.com/)
18:28:05	72029/72029	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jul%202016%2012:57:51%20GMT	http://revive.stylemixthemes.com/blog-with-sidebar/	C:/Users/Jotiba/Desktop/website/new/revive.stylemixthemes.com/blog-with-sidebar/index.html	(from http://revive.stylemixthemes.com/)
18:28:07	61354/61354	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jul%202016%2012:57:53%20GMT	http://revive.stylemixthemes.com/galleries/	C:/Users/Jotiba/Desktop/website/new/revive.stylemixthemes.com/galleries/index.html	(from http://revive.stylemixthemes.com/)
18:28:07	94567/94567	---M--	200	added ('OK')	image/png	etag:%22556ecc45-17167%22	http://revive.stylemixthemes.com/wp-content/uploads/revslider/rev1/22.png	C:/Users/Jotiba/Desktop/website/new/revive.stylemixthemes.com/wp-content/uploads/revslider/rev1/22.png	(from http://revive.stylemixthemes.com/)
18:28:11	63776/63776	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jul%202016%2012:57:57%20GMT	http://revive.stylemixthemes.com/gallery-3-columns/	C:/Users/Jotiba/Desktop/website/new/revive.stylemixthemes.com/gallery-3-columns/index.html	(from http://revive.stylemixthemes.com/)
18:28:15	60194/60194	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jul%202016%2012:58:01%20GMT	http://revive.stylemixthemes.com/gallery-4-columns/	C:/Users/Jotiba/Desktop/website/new/revive.stylemixthemes.com/gallery-4-columns/index.html	(from http://revive.stylemixthemes.com/)
18:28:17	10407/10407	---M--	200	added ('OK')	image/jpeg	etag:%22556ecc45-28a7%22	http://revive.stylemixthemes.com/wp-content/uploads/revslider/rev1/3q.jpg	C:/Users/Jotiba/Desktop/website/new/revive.stylemixthemes.com/wp-content/uploads/revslider/rev1/3q.jpg	(from http://revive.stylemixthemes.com/)
18:28:19	61490/61490	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jul%202016%2012:58:06%20GMT	http://revive.stylemixthemes.com/gallery-masonry/	C:/Users/Jotiba/Desktop/website/new/revive.stylemixthemes.com/gallery-masonry/index.html	(from http://revive.stylemixthemes.com/)
18:28:21	9027/9027	---M--	200	added ('OK')	image/jpeg	etag:%22556ecc45-2343%22	http://revive.stylemixthemes.com/wp-content/uploads/revslider/rev1/3qq.jpg	C:/Users/Jotiba/Desktop/website/new/revive.stylemixthemes.com/wp-content/uploads/revslider/rev1/3qq.jpg	(from http://revive.stylemixthemes.com/)
18:28:23	66692/66692	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jul%202016%2012:58:10%20GMT	http://revive.stylemixthemes.com/online-giving/	C:/Users/Jotiba/Desktop/website/new/revive.stylemixthemes.com/online-giving/index.html	(from http://revive.stylemixthemes.com/)
18:28:25	8226/8226	---M--	200	added ('OK')	image/jpeg	etag:%22556ecc45-2022%22	http://revive.stylemixthemes.com/wp-content/uploads/revslider/rev1/3qqq.jpg	C:/Users/Jotiba/Desktop/website/new/revive.stylemixthemes.com/wp-content/uploads/revslider/rev1/3qqq.jpg	(from http://revive.stylemixthemes.com/)
18:28:27	66420/66420	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jul%202016%2012:58:13%20GMT	http://revive.stylemixthemes.com/donations1/	C:/Users/Jotiba/Desktop/website/new/revive.stylemixthemes.com/donations1/index.html	(from http://revive.stylemixthemes.com/)
18:28:29	64905/64905	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jul%202016%2012:58:16%20GMT	http://revive.stylemixthemes.com/donations2/	C:/Users/Jotiba/Desktop/website/new/revive.stylemixthemes.com/donations2/index.html	(from http://revive.stylemixthemes.com/)
18:28:31	46895/46895	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jul%202016%2012:58:18%20GMT	http://revive.stylemixthemes.com/other-pages/	C:/Users/Jotiba/Desktop/website/new/revive.stylemixthemes.com/other-pages/index.html	(from http://revive.stylemixthemes.com/)
18:28:33	10076/10076	---M--	200	added ('OK')	image/jpeg	etag:%22556ecc45-275c%22	http://revive.stylemixthemes.com/wp-content/uploads/revslider/rev1/1q.jpg	C:/Users/Jotiba/Desktop/website/new/revive.stylemixthemes.com/wp-content/uploads/revslider/rev1/1q.jpg	(from http://revive.stylemixthemes.com/)
18:28:36	46961/46961	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jul%202016%2012:58:22%20GMT	http://revive.stylemixthemes.com/features/	C:/Users/Jotiba/Desktop/website/new/revive.stylemixthemes.com/features/index.html	(from http://revive.stylemixthemes.com/)
18:28:37	6455/6455	---M--	200	added ('OK')	image/jpeg	etag:%22556ecc45-1937%22	http://revive.stylemixthemes.com/wp-content/uploads/revslider/rev1/1qq.jpg	C:/Users/Jotiba/Desktop/website/new/revive.stylemixthemes.com/wp-content/uploads/revslider/rev1/1qq.jpg	(from http://revive.stylemixthemes.com/)
18:28:39	214185/214185	---M--	200	added ('OK')	image/png	etag:%22556ecc45-344a9%22	http://revive.stylemixthemes.com/wp-content/uploads/revslider/rev1/2.png	C:/Users/Jotiba/Desktop/website/new/revive.stylemixthemes.com/wp-content/uploads/revslider/rev1/2.png	(from http://revive.stylemixthemes.com/)
18:28:40	73199/73199	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jul%202016%2012:58:26%20GMT	http://revive.stylemixthemes.com/about-us/	C:/Users/Jotiba/Desktop/website/new/revive.stylemixthemes.com/about-us/index.html	(from http://revive.stylemixthemes.com/)
18:28:41	6424/6424	---M--	200	added ('OK')	image/jpeg	etag:%22556ecc45-1918%22	http://revive.stylemixthemes.com/wp-content/uploads/revslider/rev1/1qqq.jpg	C:/Users/Jotiba/Desktop/website/new/revive.stylemixthemes.com/wp-content/uploads/revslider/rev1/1qqq.jpg	(from http://revive.stylemixthemes.com/)
18:28:42	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2023%20Jul%202016%2012:58:29%20GMT	http://revive.stylemixthemes.com/staff-view/saint-prince/	C:/Users/Jotiba/Desktop/website/new/revive.stylemixthemes.com/staff-view/saint-prince/index.html	(from http://revive.stylemixthemes.com/)
18:28:44	275832/275832	---M--	200	added ('OK')	image/png	etag:%22556ecc45-43578%22	http://revive.stylemixthemes.com/wp-content/uploads/revslider/rev1/21.png	C:/Users/Jotiba/Desktop/website/new/revive.stylemixthemes.com/wp-content/uploads/revslider/rev1/21.png	(from http://revive.stylemixthemes.com/)
18:28:45	63424/63424	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jul%202016%2012:58:31%20GMT	http://revive.stylemixthemes.com/prayer-center/	C:/Users/Jotiba/Desktop/website/new/revive.stylemixthemes.com/prayer-center/index.html	(from http://revive.stylemixthemes.com/)
18:28:46	14847/14847	---MCZ	200	added ('OK')	text/plain	etag:W/%22556ecc44-39ff%22	http://revive.stylemixthemes.com/wp-content/uploads/2014/02/GPL.txt	C:/Users/Jotiba/Desktop/website/new/revive.stylemixthemes.com/wp-content/uploads/2014/02/GPL.txt	(from http://revive.stylemixthemes.com/)
18:28:46	217/217	---M--	200	added ('OK')	image/png	etag:%22556ecc45-d9%22	http://revive.stylemixthemes.com/wp-content/uploads/2014/05/pattern.png	C:/Users/Jotiba/Desktop/website/new/revive.stylemixthemes.com/wp-content/uploads/2014/05/pattern.png	(from http://revive.stylemixthemes.com/)
18:28:48	51537/51537	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jul%202016%2012:58:35%20GMT	http://revive.stylemixthemes.com/pricing-plan/	C:/Users/Jotiba/Desktop/website/new/revive.stylemixthemes.com/pricing-plan/index.html	(from http://revive.stylemixthemes.com/)
18:28:49	57250/57250	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jul%202016%2012:58:36%20GMT	http://revive.stylemixthemes.com/typography/	C:/Users/Jotiba/Desktop/website/new/revive.stylemixthemes.com/typography/index.html	(from http://revive.stylemixthemes.com/)
18:28:52	172179/172179	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jul%202016%2012:58:38%20GMT	http://revive.stylemixthemes.com/shortcodes/	C:/Users/Jotiba/Desktop/website/new/revive.stylemixthemes.com/shortcodes/index.html	(from http://revive.stylemixthemes.com/)
18:28:53	31684/31684	---M--	200	added ('OK')	image/jpeg	etag:%22556ecc45-7bc4%22	http://revive.stylemixthemes.com/wp-content/uploads/2014/05/75677463-480x270.jpg	C:/Users/Jotiba/Desktop/website/new/revive.stylemixthemes.com/wp-content/uploads/2014/05/75677463-480x270.jpg	(from http://revive.stylemixthemes.com/)
18:28:54	464032/464032	---M--	200	added ('OK')	image/png	etag:%22556ecc45-714a0%22	http://revive.stylemixthemes.com/wp-content/uploads/2014/05/q2q2.png	C:/Users/Jotiba/Desktop/website/new/revive.stylemixthemes.com/wp-content/uploads/2014/05/q2q2.png	(from http://revive.stylemixthemes.com/)
18:28:54	16561/16561	---M--	200	added ('OK')	image/jpeg	etag:%22556ecc45-40b1%22	http://revive.stylemixthemes.com/wp-content/uploads/2014/05/PHO-10Oct26-265423-480x270.jpg	C:/Users/Jotiba/Desktop/website/new/revive.stylemixthemes.com/wp-content/uploads/2014/05/PHO-10Oct26-265423-480x270.jpg	(from http://revive.stylemixthemes.com/)
18:28:56	79686/79686	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jul%202016%2012:58:42%20GMT	http://revive.stylemixthemes.com/contact-us/	C:/Users/Jotiba/Desktop/website/new/revive.stylemixthemes.com/contact-us/index.html	(from http://revive.stylemixthemes.com/)
18:28:57	79421/79421	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jul%202016%2012:58:43%20GMT	http://revive.stylemixthemes.com/blog/sermons-2/adiam-sit-amet-quam-mattis/	C:/Users/Jotiba/Desktop/website/new/revive.stylemixthemes.com/blog/sermons-2/adiam-sit-amet-quam-mattis/index.html	(from http://revive.stylemixthemes.com/)
18:28:57	59773/59773	---MCZ	200	added ('OK')	text/html	date:Sat,%2023%20Jul%202016%2012:58:31%20GMT	http://revive.stylemixthemes.com/blog/staff-view/saint-prince/	C:/Users/Jotiba/Desktop/website/new/revive.stylemixthemes.com/blog/staff-view/saint-prince/index.html	(from http://revive.stylemixthemes.com/)
18:28:58	7270/7270	---M--	200	added ('OK')	image/jpeg	etag:%22556ecc45-1c66%22	http://revive.stylemixthemes.com/wp-content/uploads/2014/05/Maxim-150x150.jpg	C:/Users/Jotiba/Desktop/website/new/revive.stylemixthemes.com/wp-content/uploads/2014/05/Maxim-150x150.jpg	(from http://revive.stylemixthemes.com/)
